round,cwnd,wmax,wmin
1.0,10.5,30.0,5.0
2.0,9.604166666666666,10.290178571428571,5.0
3.0,9.708288141720896,10.290178571428571,5.0
4.0,9.811292913046394,10.290178571428571,5.0
5.0,9.913216279198297,10.290178571428571,5.0
6.0,10.014091713753112,10.290178571428571,5.0
7.0,10.113950994912543,10.290178571428571,5.0
8.0,10.2128243234963,10.290178571428571,5.0
9.0,10.310740430571531,10.290178571428571,5.0
10.0,10.407726675811007,10.290178571428571,5.0
11.0,10.503809137538614,10.290178571428571,5.0
12.0,10.59901269530569,10.290178571428571,5.0
13.0,10.693361105742344,10.290178571428571,5.0
14.0,10.78687707234175,10.290178571428571,5.0
15.0,10.879582309760657,10.290178571428571,5.0
16.0,10.971497603154122,10.290178571428571,5.0
17.0,11.062642863005658,10.290178571428571,5.0
18.0,11.153037175864123,10.290178571428571,5.0
19.0,11.242698851354998,10.290178571428571,5.0
20.0,11.331645465795308,10.290178571428571,5.0
21.0,11.423553291319008,10.290178571428571,5.0
22.0,11.522767142822788,10.290178571428571,5.0
23.0,11.629736984017745,10.290178571428571,5.0
24.0,11.744920879786847,10.290178571428571,5.0
25.0,11.868782276832263,10.290178571428571,5.0
26.0,12.001786966663428,10.290178571428571,5.0
27.0,12.14439976257366,10.290178571428571,5.0
28.0,12.297080934751422,10.290178571428571,5.0
29.0,12.460282459891536,10.290178571428571,5.0
30.0,12.634444152890737,10.290178571428571,5.0
31.0,12.819989757675083,10.290178571428571,5.0
32.0,13.01732308118511,10.290178571428571,5.0
33.0,13.22682425840474,10.290178571428571,5.0
34.0,13.448846236591237,10.290178571428571,5.0
35.0,13.683711563296264,10.290178571428571,5.0
36.0,13.93170955537395,10.290178571428571,5.0
37.0,14.19309391523815,10.290178571428571,5.0
38.0,14.468080846707636,10.290178571428571,5.0
39.0,14.756847706635005,10.290178571428571,5.0
40.0,15.059532211076839,10.290178571428571,5.0
41.0,15.376232197025953,10.290178571428571,5.0
42.0,15.701409388416643,10.290178571428571,5.0
43.0,16.019852139402335,10.290178571428571,5.0
44.0,16.33196488279664,10.290178571428571,5.0
45.0,16.638112981686245,10.290178571428571,5.0
46.0,16.938627830065,10.290178571428571,5.0
47.0,17.23381112650211,10.290178571428571,5.0
48.0,17.52393847925643,10.290178571428571,5.0
49.0,17.809262466550646,10.290178571428571,5.0
50.0,18.0900152495135,10.290178571428571,5.0
51.0,18.366410815301343,10.290178571428571,5.0
52.0,18.63864691250518,10.290178571428571,5.0
53.0,18.9069067289753,10.290178571428571,5.0
54.0,19.171360352810943,10.290178571428571,5.0
55.0,19.432166049849908,10.290178571428571,5.0
56.0,19.68947138509526,10.290178571428571,5.0
57.0,19.943414210791687,10.290178571428571,5.0
58.0,20.194123540054598,10.290178571428571,5.0
59.0,20.441720321865038,10.290178571428571,5.0
60.0,20.686318130722242,10.290178571428571,5.0
61.0,20.928023782177647,10.290178571428571,5.0
62.0,21.16693788376893,10.290178571428571,5.0
63.0,21.403155329459743,10.290178571428571,5.0
64.0,21.636765744514662,10.290178571428571,5.0
65.0,21.867853886755494,10.290178571428571,5.0
66.0,22.096500009319367,10.290178571428571,5.0
67.0,22.322780189342954,10.290178571428571,5.0
68.0,22.54676662640813,10.290178571428571,5.0
69.0,22.768527914084018,10.290178571428571,5.0
70.0,22.988129287473956,10.290178571428571,5.0
71.0,23.205632849311172,10.290178571428571,5.0
72.0,23.421097776834078,10.290178571428571,5.0
73.0,23.634580511402802,10.290178571428571,5.0
74.0,23.846134932586107,10.290178571428571,5.0
75.0,24.055812518246643,10.290178571428571,5.0
76.0,24.263662491977833,10.290178571428571,5.0
77.0,24.469731959093654,10.290178571428571,5.0
78.0,24.674066032239963,10.290178571428571,5.0
79.0,24.876707947580016,10.290178571428571,5.0
80.0,25.0776991724051,10.290178571428571,5.0
81.0,25.277079504931855,10.290178571428571,5.0
82.0,25.474887166969093,10.290178571428571,5.0
83.0,25.67115889006756,10.290178571428571,5.0
84.0,25.865929995704498,10.290178571428571,5.0
85.0,26.05923447000062,10.290178571428571,5.0
86.0,26.251105033418593,10.290178571428571,5.0
87.0,26.44157320584923,10.290178571428571,5.0
88.0,26.630669367453333,10.290178571428571,5.0
89.0,26.818422815592747,10.290178571428571,5.0
90.0,27.00486181815381,10.290178571428571,5.0
91.0,27.19001366353888,10.290178571428571,5.0
