round,cwnd,wlast_max,wctp,epoch_start,origin_point,dMin,ack_cnt
104.0,41.0,30.0,30.8575157437662,1730579065.0232186,30.0,0.0025453430674401423,0.0
105.0,41.0,30.0,30.865645825067013,1730579065.0232186,30.0,0.0025453430674401423,0.0
106.0,41.0,30.0,30.873775906367825,1730579065.0232186,30.0,0.0025453430674401423,0.0
107.0,42.0,30.0,30.881905987668638,1730579065.0232186,30.0,0.0025453430674401423,0.0
108.0,42.0,30.0,30.889842495605148,1730579065.0232186,30.0,0.0025453430674401423,0.0
109.0,42.0,30.0,30.897779003541658,1730579065.0232186,30.0,0.0025453430674401423,0.0
110.0,43.0,30.0,30.905715511478167,1730579065.0232186,30.0,0.0025453430674401423,0.0
111.0,43.0,30.0,30.91346744946266,1730579065.0232186,30.0,0.0025453430674401423,0.0
112.0,43.0,30.0,30.921219387447156,1730579065.0232186,30.0,0.0025453430674401423,0.0
113.0,44.0,30.0,30.92897132543165,1730579065.0232186,30.0,0.0025453430674401423,0.0
114.0,44.0,30.0,30.936547083007408,1730579065.0232186,30.0,0.0025453430674401423,0.0
115.0,44.0,30.0,30.944122840583166,1730579065.0232186,30.0,0.0025453430674401423,0.0
116.0,45.0,30.0,30.951698598158924,1730579065.0232186,30.0,0.0025453430674401423,0.0
117.0,45.0,30.0,30.95910600556633,1730579065.0232186,30.0,0.0025453430674401423,0.0
118.0,45.0,30.0,30.966513412973736,1730579065.0232186,30.0,0.0025453430674401423,0.0
119.0,46.0,30.0,30.973920820381142,1730579065.0232186,30.0,0.0025453430674401423,0.0
120.0,46.0,30.0,30.981167197192736,1730579065.0232186,30.0,0.0025453430674401423,0.0
121.0,46.0,30.0,30.98841357400433,1730579065.0232186,30.0,0.0025453430674401423,0.0
122.0,47.0,30.0,30.995659950815924,1730579065.0232186,30.0,0.0025453430674401423,0.0
123.0,47.0,30.0,31.002752149397484,1730579065.0232186,30.0,0.0025453430674401423,0.0
124.0,47.0,30.0,31.009844347979044,1730579065.0232186,30.0,0.0025453430674401423,0.0
125.0,48.0,30.0,31.016936546560604,1730579065.0232186,30.0,0.0025453430674401423,0.0
126.0,48.0,30.0,31.023880991005047,1730579065.0232186,30.0,0.0025453430674401423,0.0
127.0,49.0,30.0,31.03082543544949,1730579065.0232186,30.0,0.0025453430674401423,0.0
128.0,49.0,30.0,31.037628156537924,1730579065.0232186,30.0,0.0025453430674401423,0.0
129.0,50.0,30.0,31.044430877626358,1730579065.0232186,30.0,0.0025453430674401423,0.0
130.0,50.0,30.0,31.051097544293025,1730579065.0232186,30.0,0.0025453430674401423,0.0
131.0,51.0,30.0,31.057764210959693,1730579065.0232186,30.0,0.0025453430674401423,0.0
132.0,51.0,30.0,31.06430015867211,1730579065.0232186,30.0,0.0025453430674401423,0.0
133.0,52.0,30.0,31.07083610638453,1730579065.0232186,30.0,0.0025453430674401423,0.0
134.0,52.0,30.0,31.077246362794785,1730579065.0232186,30.0,0.0025453430674401423,0.0
135.0,53.0,30.0,31.08365661920504,1730579065.0232186,30.0,0.0025453430674401423,0.0
136.0,53.0,30.0,31.08994592738114,1730579065.0232186,30.0,0.0025453430674401423,0.0
137.0,54.0,30.0,31.09623523555724,1730579065.0232186,30.0,0.0025453430674401423,0.0
138.0,54.0,30.0,31.102408075063416,1730579065.0232186,30.0,0.0025453430674401423,0.0
139.0,55.0,30.0,31.10858091456959,1730579065.0232186,30.0,0.0025453430674401423,0.0
140.0,55.0,30.0,31.114641520630197,1730579065.0232186,30.0,0.0025453430674401423,0.0
141.0,56.0,30.0,31.120702126690805,1730579065.0232186,30.0,0.0025453430674401423,0.0
142.0,56.0,30.0,31.126654507643185,1730579065.0232186,30.0,0.0025453430674401423,0.0
143.0,57.0,30.0,31.132606888595564,1730579065.0232186,30.0,0.0025453430674401423,0.0
144.0,57.0,30.0,31.13845484181194,1730579065.0232186,30.0,0.0025453430674401423,0.0
145.0,58.0,30.0,31.144302795028313,1730579065.0232186,30.0,0.0025453430674401423,0.0
146.0,58.0,30.0,31.150049921465094,1730579065.0232186,30.0,0.0025453430674401423,0.0
147.0,59.0,30.0,31.155797047901874,1730579065.0232186,30.0,0.0025453430674401423,0.0
148.0,59.0,30.0,31.161446765416,1730579065.0232186,30.0,0.0025453430674401423,0.0
149.0,60.0,30.0,31.167096482930123,1730579065.0232186,30.0,0.0025453430674401423,0.0
150.0,60.0,30.0,31.17265203848568,1730579065.0232186,30.0,0.0025453430674401423,0.0
151.0,61.0,30.0,31.178207594041236,1730579065.0232186,30.0,0.0025453430674401423,0.0
152.0,61.0,30.0,31.183672074915552,1730579065.0232186,30.0,0.0025453430674401423,0.0
153.0,62.0,30.0,31.18913655578987,1730579065.0232186,30.0,0.0025453430674401423,0.0
154.0,62.0,30.0,31.19451289987589,1730579065.0232186,30.0,0.0025453430674401423,0.0
155.0,63.0,30.0,31.19988924396191,1730579065.0232186,30.0,0.0025453430674401423,0.0
156.0,63.0,30.0,31.205180249252916,1730579065.0232186,30.0,0.0025453430674401423,0.0
157.0,64.0,30.0,31.210471254543922,1730579065.0232186,30.0,0.0025453430674401423,0.0
158.0,64.0,30.0,31.215679587877254,1730579065.0232186,30.0,0.0025453430674401423,0.0
159.0,65.0,30.0,31.220887921210586,1730579065.0232186,30.0,0.0025453430674401423,0.0
160.0,65.0,30.0,31.22601612633879,1730579065.0232186,30.0,0.0025453430674401423,0.0
161.0,66.0,30.0,31.231144331466997,1730579065.0232186,30.0,0.0025453430674401423,0.0
162.0,66.0,30.0,31.2361948365175,1730579065.0232186,30.0,0.0025453430674401423,0.0
163.0,67.0,30.0,31.241245341568007,1730579065.0232186,30.0,0.0025453430674401423,0.0
164.0,67.0,30.0,31.246220465946116,1730579065.0232186,30.0,0.0025453430674401423,0.0
165.0,68.0,30.0,31.251195590324226,1730579065.0232186,30.0,0.0025453430674401423,0.0
166.0,68.0,30.0,31.25609755110854,1730579065.0232186,30.0,0.0025453430674401423,0.0
167.0,69.0,30.0,31.26099951189285,1730579065.0232186,30.0,0.0025453430674401423,0.0
168.0,69.0,30.0,31.26583042976725,1730579065.0232186,30.0,0.0025453430674401423,0.0
169.0,70.0,30.0,31.270661347641646,1730579065.0232186,30.0,0.0025453430674401423,0.0
170.0,70.0,30.0,31.275423252403552,1730579065.0232186,30.0,0.0025453430674401423,0.0
171.0,71.0,30.0,31.28018515716546,1730579065.0232186,30.0,0.0025453430674401423,0.0
172.0,71.0,30.0,31.28487999284621,1730579065.0232186,30.0,0.0025453430674401423,0.0
173.0,57.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
174.0,58.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
175.0,59.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
176.0,60.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
177.0,61.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
178.0,62.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
179.0,63.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
180.0,64.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
181.0,65.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
182.0,66.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
183.0,67.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
184.0,68.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
185.0,69.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
186.0,70.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
187.0,71.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
188.0,72.6,72.0,31.289574828526963,0.0,30.0,0.0025453430674401423,0.0
189.0,72.6,72.0,72.60459136822773,1730579073.732995,72.6,0.0025453430674401423,0.0
190.0,72.6,72.0,72.60918273645547,1730579073.732995,72.6,0.0025453430674401423,0.0
191.0,72.6,72.0,72.6137741046832,1730579073.732995,72.6,0.0025453430674401423,0.0
192.0,72.6,72.0,72.61836547291094,1730579073.732995,72.6,0.0025453430674401423,0.0
193.0,72.6,72.0,72.62295684113867,1730579073.732995,72.6,0.0025453430674401423,0.0
194.0,72.6,72.0,72.62754820936641,1730579073.732995,72.6,0.0025453430674401423,0.0
195.0,72.6,72.0,72.63213957759415,1730579073.732995,72.6,0.0025453430674401423,0.0
196.0,72.6,72.0,72.63673094582188,1730579073.732995,72.6,0.0025453430674401423,0.0
197.0,72.6,72.0,72.64132231404962,1730579073.732995,72.6,0.0025453430674401423,0.0
198.0,72.6,72.0,72.64591368227735,1730579073.732995,72.6,0.0013761612328877515,0.0
199.0,72.6,72.0,72.65050505050509,1730579073.732995,72.6,0.0013761612328877515,0.0
200.0,72.6,72.0,72.65509641873282,1730579073.732995,72.6,0.0013761612328877515,0.0
201.0,72.6,72.0,72.65968778696056,1730579073.732995,72.6,0.0013761612328877515,0.0
202.0,72.6,72.0,72.6642791551883,1730579073.732995,72.6,0.0013761612328877515,0.0
203.0,72.6,72.0,72.66887052341603,1730579073.732995,72.6,0.0013761612328877515,0.0
204.0,72.6,72.0,72.67346189164377,1730579073.732995,72.6,0.0013761612328877515,0.0
205.0,72.6,72.0,72.6780532598715,1730579073.732995,72.6,0.0013761612328877515,0.0
206.0,72.6,72.0,72.68264462809924,1730579073.732995,72.6,0.0013761612328877515,0.0
207.0,72.6,72.0,72.68723599632698,1730579073.732995,72.6,0.0013761612328877515,0.0
208.0,72.6,72.0,72.69182736455471,1730579073.732995,72.6,0.0013761612328877515,0.0
209.0,72.6,72.0,72.69641873278245,1730579073.732995,72.6,0.0013761612328877515,0.0
210.0,72.6,72.0,72.70101010101018,1730579073.732995,72.6,0.0013761612328877515,0.0
211.0,72.6,72.0,72.70560146923792,1730579073.732995,72.6,0.0013761612328877515,0.0
212.0,72.6,72.0,72.71019283746566,1730579073.732995,72.6,0.0013761612328877515,0.0
213.0,72.6,72.0,72.71478420569339,1730579073.732995,72.6,0.0013761612328877515,0.0
214.0,72.6,72.0,72.71937557392113,1730579073.732995,72.6,0.0013761612328877515,0.0
215.0,72.6,72.0,72.72396694214886,1730579073.732995,72.6,0.0013761612328877515,0.0
216.0,72.6,72.0,72.7285583103766,1730579073.732995,72.6,0.0013761612328877515,0.0
217.0,72.6,72.0,72.73314967860433,1730579073.732995,72.6,0.0013761612328877515,0.0
218.0,72.6,72.0,72.73774104683207,1730579073.732995,72.6,0.0013761612328877515,0.0
219.0,72.6,72.0,72.7423324150598,1730579073.732995,72.6,0.0013761612328877515,0.0
220.0,72.6,72.0,72.74692378328754,1730579073.732995,72.6,0.0013761612328877515,0.0
221.0,72.6,72.0,72.75151515151528,1730579073.732995,72.6,0.0013761612328877515,0.0
222.0,72.6,72.0,72.75610651974301,1730579073.732995,72.6,0.0013761612328877515,0.0
223.0,72.6,72.0,72.76069788797075,1730579073.732995,72.6,0.0013761612328877515,0.0
224.0,72.6,72.0,72.76528925619849,1730579073.732995,72.6,0.0013761612328877515,0.0
225.0,72.6,72.0,72.76988062442622,1730579073.732995,72.6,0.0013761612328877515,0.0
226.0,73.6,72.0,72.77447199265396,1730579073.732995,72.6,0.0013761612328877515,0.0
227.0,73.6,72.0,72.7790009781612,1730579073.732995,72.6,0.0013761612328877515,0.0
228.0,73.6,72.0,72.78352996366846,1730579073.732995,72.6,0.0013761612328877515,0.0
229.0,73.6,72.0,72.7880589491757,1730579073.732995,72.6,0.0013761612328877515,0.0
230.0,73.6,72.0,72.79258793468296,1730579073.732995,72.6,0.0013761612328877515,0.0
231.0,73.6,72.0,72.7971169201902,1730579073.732995,72.6,0.0013761612328877515,0.0
232.0,73.6,72.0,72.80164590569746,1730579073.732995,72.6,0.0013761612328877515,0.0
233.0,73.6,72.0,72.8061748912047,1730579073.732995,72.6,0.0013761612328877515,0.0
234.0,73.6,72.0,72.81070387671195,1730579073.732995,72.6,0.0013761612328877515,0.0
235.0,73.6,72.0,72.8152328622192,1730579073.732995,72.6,0.0013761612328877515,0.0
236.0,73.6,72.0,72.81976184772645,1730579073.732995,72.6,0.0013761612328877515,0.0
237.0,73.6,72.0,72.8242908332337,1730579073.732995,72.6,0.0013761612328877515,0.0
238.0,73.6,72.0,72.82881981874095,1730579073.732995,72.6,0.0013761612328877515,0.0
239.0,73.6,72.0,72.8333488042482,1730579073.732995,72.6,0.0013761612328877515,0.0
240.0,73.6,72.0,72.83787778975545,1730579073.732995,72.6,0.0013761612328877515,0.0
241.0,73.6,72.0,72.8424067752627,1730579073.732995,72.6,0.0013761612328877515,0.0
242.0,73.6,72.0,72.84693576076995,1730579073.732995,72.6,0.0013761612328877515,0.0
243.0,74.6,72.0,72.8514647462772,1730579073.732995,72.6,0.0013761612328877515,0.0
244.0,74.6,72.0,72.85593302152296,1730579073.732995,72.6,0.0013761612328877515,0.0
245.0,74.6,72.0,72.86040129676871,1730579073.732995,72.6,0.0013761612328877515,0.0
246.0,74.6,72.0,72.86486957201447,1730579073.732995,72.6,0.0013761612328877515,0.0
247.0,74.6,72.0,72.86933784726023,1730579073.732995,72.6,0.0013761612328877515,0.0
248.0,74.6,72.0,72.87380612250598,1730579073.732995,72.6,0.0013761612328877515,0.0
249.0,74.6,72.0,72.87827439775174,1730579073.732995,72.6,0.0013761612328877515,0.0
250.0,74.6,72.0,72.8827426729975,1730579073.732995,72.6,0.0013761612328877515,0.0
251.0,74.6,72.0,72.88721094824325,1730579073.732995,72.6,0.0013761612328877515,0.0
252.0,74.6,72.0,72.891679223489,1730579073.732995,72.6,0.0013761612328877515,0.0
253.0,74.6,72.0,72.89614749873476,1730579073.732995,72.6,0.0013761612328877515,0.0
254.0,75.6,72.0,72.90061577398052,1730579073.732995,72.6,0.0013761612328877515,0.0
255.0,75.6,72.0,72.90502494505635,1730579073.732995,72.6,0.0013761612328877515,0.0
256.0,75.6,72.0,72.90943411613219,1730579073.732995,72.6,0.0013761612328877515,0.0
257.0,75.6,72.0,72.91384328720802,1730579073.732995,72.6,0.0013761612328877515,0.0
258.0,75.6,72.0,72.91825245828386,1730579073.732995,72.6,0.0013761612328877515,0.0
259.0,60.48,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
260.0,61.48,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
261.0,62.48,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
262.0,63.48,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
263.0,64.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
264.0,65.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
265.0,66.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
266.0,67.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
267.0,68.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
268.0,69.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
269.0,70.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
270.0,71.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
271.0,72.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
272.0,73.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
273.0,74.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
274.0,75.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
275.0,76.47999999999999,75.6,72.9226616293597,0.0,72.6,0.0013761612328877515,0.0
276.0,76.47999999999999,75.6,76.48435843793584,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
277.0,76.47999999999999,75.6,76.48871687587169,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
278.0,76.47999999999999,75.6,76.49307531380754,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
279.0,76.47999999999999,75.6,76.49743375174339,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
280.0,76.47999999999999,75.6,76.50179218967924,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
281.0,76.47999999999999,75.6,76.50615062761509,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
282.0,76.47999999999999,75.6,76.51050906555093,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
283.0,76.47999999999999,75.6,76.51486750348678,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
284.0,76.47999999999999,75.6,76.51922594142263,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
285.0,76.47999999999999,75.6,76.52358437935848,1730579077.6287262,76.47999999999999,0.0013761612328877515,0.0
286.0,61.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
287.0,62.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
288.0,63.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
289.0,64.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
290.0,65.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
291.0,66.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
292.0,67.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
293.0,68.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
294.0,69.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
295.0,70.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
296.0,71.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
297.0,72.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
298.0,73.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
299.0,74.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
300.0,75.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
301.0,76.184,76.47999999999999,76.52794281729433,0.0,76.47999999999999,0.0013761612328877515,0.0
