round,cwnd,wlast_max,wtcp,epoch_start,origin_point,dMin,ack_cnt
1.0,11.0,30.0,0.0,0.0,0.0,0.4934923570507468,0.0
2.0,12.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
3.0,13.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
4.0,14.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
5.0,15.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
6.0,16.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
7.0,17.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
8.0,18.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
9.0,19.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
10.0,20.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
11.0,21.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
12.0,22.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
13.0,23.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
14.0,24.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
15.0,25.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
16.0,26.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
17.0,27.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
18.0,28.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
19.0,29.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
20.0,30.0,30.0,0.0,0.0,0.0,0.007715651482919306,0.0
21.0,30.0,30.0,30.011111111111113,1730832531.1470382,30.0,0.007715651482919306,0.0
22.0,30.0,30.0,30.022222222222226,1730832531.1470382,30.0,0.007715651482919306,0.0
23.0,30.0,30.0,30.03333333333334,1730832531.1470382,30.0,0.007715651482919306,0.0
24.0,30.0,30.0,30.04444444444445,1730832531.1470382,30.0,0.007715651482919306,0.0
25.0,30.0,30.0,30.055555555555564,1730832531.1470382,30.0,0.007715651482919306,0.0
26.0,30.0,30.0,30.066666666666677,1730832531.1470382,30.0,0.007715651482919306,0.0
27.0,30.0,30.0,30.07777777777779,1730832531.1470382,30.0,0.007715651482919306,0.0
28.0,30.0,30.0,30.088888888888903,1730832531.1470382,30.0,0.007715651482919306,0.0
29.0,30.0,30.0,30.100000000000016,1730832531.1470382,30.0,0.007715651482919306,0.0
30.0,30.0,30.0,30.11111111111113,1730832531.1470382,30.0,0.007715651482919306,0.0
31.0,30.0,30.0,30.12222222222224,1730832531.1470382,30.0,0.007715651482919306,0.0
32.0,30.0,30.0,30.133333333333354,1730832531.1470382,30.0,0.007715651482919306,0.0
33.0,30.0,30.0,30.144444444444467,1730832531.1470382,30.0,0.007715651482919306,0.0
34.0,30.0,30.0,30.15555555555558,1730832531.1470382,30.0,0.007715651482919306,0.0
35.0,30.0,30.0,30.166666666666693,1730832531.1470382,30.0,0.007715651482919306,0.0
36.0,30.0,30.0,30.177777777777806,1730832531.1470382,30.0,0.007715651482919306,0.0
37.0,30.0,30.0,30.18888888888892,1730832531.1470382,30.0,0.007715651482919306,0.0
38.0,30.0,30.0,30.20000000000003,1730832531.1470382,30.0,0.007715651482919306,0.0
39.0,30.0,30.0,30.211111111111144,1730832531.1470382,30.0,0.007715651482919306,0.0
40.0,30.0,30.0,30.222222222222257,1730832531.1470382,30.0,0.007715651482919306,0.0
41.0,30.0,30.0,30.23333333333337,1730832531.1470382,30.0,0.007715651482919306,0.0
42.0,30.0,30.0,30.244444444444483,1730832531.1470382,30.0,0.007715651482919306,0.0
43.0,30.0,30.0,30.255555555555596,1730832531.1470382,30.0,0.007715651482919306,0.0
44.0,30.0,30.0,30.26666666666671,1730832531.1470382,30.0,0.007715651482919306,0.0
45.0,30.0,30.0,30.27777777777782,1730832531.1470382,30.0,0.007715651482919306,0.0
46.0,30.0,30.0,30.288888888888934,1730832531.1470382,30.0,0.007715651482919306,0.0
47.0,30.0,30.0,30.300000000000047,1730832531.1470382,30.0,0.007715651482919306,0.0
48.0,30.0,30.0,30.31111111111116,1730832531.1470382,30.0,0.007715651482919306,0.0
49.0,30.0,30.0,30.322222222222273,1730832531.1470382,30.0,0.007715651482919306,0.0
50.0,31.0,30.0,30.333333333333385,1730832531.1470382,30.0,0.007715651482919306,0.0
51.0,31.0,30.0,30.34408602150543,1730832531.1470382,30.0,0.007715651482919306,0.0
52.0,31.0,30.0,30.354838709677473,1730832531.1470382,30.0,0.007715651482919306,0.0
53.0,31.0,30.0,30.365591397849517,1730832531.1470382,30.0,0.007715651482919306,0.0
54.0,31.0,30.0,30.37634408602156,1730832531.1470382,30.0,0.007715651482919306,0.0
55.0,31.0,30.0,30.387096774193605,1730832531.1470382,30.0,0.007715651482919306,0.0
56.0,31.0,30.0,30.39784946236565,1730832531.1470382,30.0,0.007715651482919306,0.0
57.0,31.0,30.0,30.408602150537693,1730832531.1470382,30.0,0.007715651482919306,0.0
58.0,31.0,30.0,30.419354838709737,1730832531.1470382,30.0,0.007715651482919306,0.0
59.0,31.0,30.0,30.43010752688178,1730832531.1470382,30.0,0.007715651482919306,0.0
60.0,31.0,30.0,30.440860215053824,1730832531.1470382,30.0,0.007715651482919306,0.0
61.0,31.0,30.0,30.451612903225868,1730832531.1470382,30.0,0.007715651482919306,0.0
62.0,31.0,30.0,30.462365591397912,1730832531.1470382,30.0,0.007715651482919306,0.0
63.0,31.0,30.0,30.473118279569956,1730832531.1470382,30.0,0.007715651482919306,0.0
64.0,32.0,30.0,30.483870967742,1730832531.1470382,30.0,0.007715651482919306,0.0
65.0,32.0,30.0,30.494287634408668,1730832531.1470382,30.0,0.007715651482919306,0.0
66.0,32.0,30.0,30.504704301075336,1730832531.1470382,30.0,0.007715651482919306,0.0
67.0,32.0,30.0,30.515120967742003,1730832531.1470382,30.0,0.007715651482919306,0.0
68.0,32.0,30.0,30.52553763440867,1730832531.1470382,30.0,0.007715651482919306,0.0
69.0,32.0,30.0,30.53595430107534,1730832531.1470382,30.0,0.007715651482919306,0.0
70.0,32.0,30.0,30.546370967742007,1730832531.1470382,30.0,0.007715651482919306,0.0
71.0,32.0,30.0,30.556787634408675,1730832531.1470382,30.0,0.007715651482919306,0.0
72.0,32.0,30.0,30.567204301075343,1730832531.1470382,30.0,0.007715651482919306,0.0
73.0,33.0,30.0,30.57762096774201,1730832531.1470382,30.0,0.007715651482919306,0.0
74.0,33.0,30.0,30.58772197784302,1730832531.1470382,30.0,0.007715651482919306,0.0
75.0,33.0,30.0,30.59782298794403,1730832531.1470382,30.0,0.007715651482919306,0.0
76.0,33.0,30.0,30.60792399804504,1730832531.1470382,30.0,0.007715651482919306,0.0
77.0,33.0,30.0,30.618025008146052,1730832531.1470382,30.0,0.007715651482919306,0.0
78.0,33.0,30.0,30.628126018247062,1730832531.1470382,30.0,0.007715651482919306,0.0
79.0,33.0,30.0,30.638227028348073,1730832531.1470382,30.0,0.007715651482919306,0.0
80.0,34.0,30.0,30.648328038449083,1730832531.1470382,30.0,0.007715651482919306,0.0
81.0,34.0,30.0,30.658131960017712,1730832531.1470382,30.0,0.007715651482919306,0.0
82.0,34.0,30.0,30.66793588158634,1730832531.1470382,30.0,0.007715651482919306,0.0
83.0,34.0,30.0,30.67773980315497,1730832531.1470382,30.0,0.007715651482919306,0.0
84.0,34.0,30.0,30.6875437247236,1730832531.1470382,30.0,0.007715651482919306,0.0
85.0,34.0,30.0,30.69734764629223,1730832531.1470382,30.0,0.007715651482919306,0.0
86.0,35.0,30.0,30.70715156786086,1730832531.1470382,30.0,0.007715651482919306,0.0
87.0,35.0,30.0,30.716675377384668,1730832531.1470382,30.0,0.007715651482919306,0.0
88.0,35.0,30.0,30.726199186908477,1730832531.1470382,30.0,0.007715651482919306,0.0
89.0,35.0,30.0,30.735722996432287,1730832531.1470382,30.0,0.007715651482919306,0.0
90.0,35.0,30.0,30.745246805956096,1730832531.1470382,30.0,0.007715651482919306,0.0
91.0,36.0,30.0,30.754770615479906,1730832531.1470382,30.0,0.007715651482919306,0.0
92.0,36.0,30.0,30.764029874739165,1730832531.1470382,30.0,0.007715651482919306,0.0
93.0,36.0,30.0,30.773289133998425,1730832531.1470382,30.0,0.007715651482919306,0.0
94.0,36.0,30.0,30.782548393257684,1730832531.1470382,30.0,0.007715651482919306,0.0
95.0,36.0,30.0,30.791807652516944,1730832531.1470382,30.0,0.007715651482919306,0.0
96.0,37.0,30.0,30.801066911776203,1730832531.1470382,30.0,0.007715651482919306,0.0
97.0,37.0,30.0,30.810075920785213,1730832531.1470382,30.0,0.007715651482919306,0.0
98.0,37.0,30.0,30.819084929794222,1730832531.1470382,30.0,0.007715651482919306,0.0
99.0,37.0,30.0,30.82809393880323,1730832531.1470382,30.0,0.007715651482919306,0.0
